scenario_id,defect_type,true_has_defect,pred_has_defect,true_start,true_end,pred_start,pred_end,onset_error_hours,signed_onset_error_hours,active_interval_iou,duration_error_hours,false_alarm_before_start,true_node_id,pred_top_node_id,pred_true_node_rank,true_active_top_node_id,true_active_true_node_rank,n_windows,n_pred_active_windows,n_true_active_windows,seed,node_id,min_monitor_hop,observability_tier,nearest_monitors,nearest_monitor_path_m,nearest_monitor_by_length,reciprocal_rank,hit_top1,hit_top3,hit_top5,hop_group,nearest_monitor_path_km
393,E,1,1,2025-01-01 18:00:00,2025-01-02 00:00:00,2025-01-01 15:10:00,2025-01-02 02:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,MH0101924,MH0101924,1.0,MH0101924,1.0,42,6,6,7,MH0101924,1,near,HS1313402;MH0100292,72.446242,MH0100292,1.0,1,1,1,"Near
1-hop",0.072446242
219,I,1,1,2025-01-01 08:00:00,2025-01-01 14:00:00,2025-01-01 05:10:00,2025-01-01 16:00:00,2.833333333333333,-2.833333333333333,0.5538461538461539,4.833333333333333,1,HS1306554,HS1306554,1.0,HS1306554,1.0,42,6,6,7,HS1306554,1,near,HS1306571,210.786979,HS1306571,1.0,1,1,1,"Near
1-hop",0.210786979
43,I,1,1,2025-01-01 02:00:00,2025-01-01 20:00:00,2025-01-01 00:10:00,2025-01-01 22:00:00,1.8333333333333333,-1.8333333333333333,0.8244274809160306,3.8333333333333335,1,HS2003046,HS2003015,2.0,HS2003015,2.0,42,17,17,7,HS2003046,1,near,HS1306601,303.09079399999996,HS2003013,0.5,0,1,1,"Near
1-hop",0.30309079399999994
367,E,1,1,2025-01-01 18:00:00,2025-01-02 18:00:00,2025-01-01 15:10:00,2025-01-02 20:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,HS1324403,HS1324403,1.0,HS1324403,1.0,42,24,24,7,HS1324403,1,near,HS1313044;HS1318293,23.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.023
346,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316563,HS1316563,1.0,HS1316563,1.0,42,18,18,7,HS1316563,0,direct,HS1316563,0.0,HS1316563,1.0,1,1,1,"Direct
0-hop",0.0
73,I,1,1,2025-01-01 20:00:00,2025-01-02 20:00:00,2025-01-01 17:10:00,2025-01-02 22:00:00,2.833333333333333,-2.833333333333333,0.8323699421965318,4.833333333333333,1,MH0201710,MH0201710,1.0,MH0201710,1.0,42,24,24,7,MH0201710,3,far,HS1306571,563.8679890000001,HS1306571,1.0,1,1,1,"Far
3+ hops",0.5638679890000001
24,I,1,1,2025-01-01 14:00:00,2025-01-02 08:00:00,2025-01-01 11:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1308259,HS1308259,1.0,HS1308259,1.0,42,18,18,7,HS1308259,1,near,HS1308324,138.031704,HS1308324,1.0,1,1,1,"Near
1-hop",0.13803170399999998
399,E,1,1,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-01-01 00:10:00,2025-01-02 02:00:00,0.1666666666666666,0.1666666666666666,0.9166666666666666,1.8333333333333333,0,MH0200661,VP0232532,2.0,VP0232532,2.0,42,21,21,7,MH0200661,4,far,HS1306571,920.8679890000001,HS1306571,0.5,0,1,1,"Far
3+ hops",0.9208679890000001
186,I,1,1,2025-01-01 02:00:00,2025-01-01 20:00:00,2025-01-01 02:10:00,2025-01-01 21:00:00,0.1666666666666666,0.1666666666666666,0.9385964912280702,0.8333333333333334,0,HS1313925,HS1344902,2.0,HS1313925,1.0,42,15,17,7,HS1313925,1,near,HS1313959,144.0,HS1313959,0.5,0,1,1,"Near
1-hop",0.144
349,E,1,1,2025-01-01 12:00:00,2025-01-02 06:00:00,2025-01-01 09:10:00,2025-01-02 08:00:00,2.833333333333333,-2.833333333333333,0.7883211678832117,4.833333333333333,1,HS1316563,HS1316585,3.0,HS1316585,3.0,42,18,18,7,HS1316563,0,direct,HS1316563,0.0,HS1316563,0.3333333333333333,0,1,1,"Direct
0-hop",0.0
104,I,1,1,2025-01-01 02:00:00,2025-01-01 20:00:00,2025-01-01 00:10:00,2025-01-01 22:00:00,1.8333333333333333,-1.8333333333333333,0.8244274809160306,3.8333333333333335,1,HS1316202,HS1316202,1.0,HS1316202,1.0,42,17,17,7,HS1316202,2,near,HS1316267,267.173943,HS1313835,1.0,1,1,1,"Near
2-hop",0.267173943
408,E,1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,2025-01-01 03:10:00,2025-01-01 20:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,MH0201710,MH0201710,1.0,MH0201710,1.0,42,12,12,7,MH0201710,3,far,HS1306571,563.8679890000001,HS1306571,1.0,1,1,1,"Far
3+ hops",0.5638679890000001
212,I,1,1,2025-01-01 02:00:00,2025-01-01 08:00:00,2025-01-01 00:10:00,2025-01-01 10:00:00,1.8333333333333333,-1.8333333333333333,0.6101694915254238,3.8333333333333335,1,HS1344902,MH0242782,2.0,MH0242782,2.0,42,5,5,7,HS1344902,3,far,HS1316467,330.265839,HS1316467,0.5,0,1,1,"Far
3+ hops",0.330265839
68,I,1,1,2025-01-01 02:00:00,2025-01-02 02:00:00,2025-01-01 00:10:00,2025-01-02 04:00:00,1.8333333333333333,-1.8333333333333333,0.8622754491017964,3.8333333333333335,1,HS1313025,HS1313025,1.0,HS1313025,1.0,42,23,23,7,HS1313025,0,direct,HS1313025,0.0,HS1313025,1.0,1,1,1,"Direct
0-hop",0.0
26,I,1,1,2025-01-01 02:00:00,2025-01-01 20:00:00,2025-01-01 00:10:00,2025-01-01 22:00:00,1.8333333333333333,-1.8333333333333333,0.8244274809160306,3.8333333333333335,1,HS1311339,HS1311339,1.0,HS1311339,1.0,42,17,17,7,HS1311339,3,far,MH0100292,802.6006580000001,MH0100292,1.0,1,1,1,"Far
3+ hops",0.802600658
197,I,1,1,2025-01-01 02:00:00,2025-01-01 20:00:00,2025-01-01 00:10:00,2025-01-01 22:00:00,1.8333333333333333,-1.8333333333333333,0.8244274809160306,3.8333333333333335,1,MH0101924,MH0101924,1.0,MH0101924,1.0,42,17,17,7,MH0101924,1,near,HS1313402;MH0100292,72.446242,MH0100292,1.0,1,1,1,"Near
1-hop",0.072446242
176,I,1,1,2025-01-01 20:00:00,2025-01-02 08:00:00,2025-01-01 17:10:00,2025-01-02 10:00:00,2.833333333333333,-2.833333333333333,0.7128712871287128,4.833333333333333,1,HS1324403,HS1324403,1.0,HS1324403,1.0,42,12,12,7,HS1324403,1,near,HS1313044;HS1318293,23.0,HS1313044,1.0,1,1,1,"Near
1-hop",0.023
